0.374	3.74E-01	7.03E-02	8.86E-03
0.376	3.76E-01	7.11E-02	9.00E-03
0.378	3.78E-01	7.18E-02	9.15E-03
0.38	3.80E-01	7.26E-02	9.29E-03
0.382	3.82E-01	7.33E-02	9.44E-03
0.384	3.84E-01	7.41E-02	9.59E-03
0.386	3.86E-01	7.49E-02	9.73E-03
0.388	3.88E-01	7.57E-02	9.89E-03
0.39	3.90E-01	7.64E-02	1.00E-02
0.392	3.92E-01	7.72E-02	1.02E-02
0.394	3.94E-01	7.80E-02	1.03E-02
0.396	3.96E-01	7.88E-02	1.05E-02
0.398	3.98E-01	7.96E-02	1.07E-02
0.4	4.00E-01	8.04E-02	1.08E-02
0.402	4.02E-01	8.12E-02	1.10E-02
0.404	4.04E-01	8.20E-02	1.12E-02
0.406	4.06E-01	8.28E-02	1.13E-02
0.408	4.08E-01	8.36E-02	1.15E-02
0.41	4.10E-01	8.45E-02	1.17E-02
0.412	4.12E-01	8.53E-02	1.18E-02
0.414	4.14E-01	8.61E-02	1.20E-02
0.416	4.16E-01	8.69E-02	1.22E-02
0.418	4.18E-01	8.78E-02	1.23E-02
0.42	4.20E-01	8.86E-02	1.25E-02
0.422	4.22E-01	8.95E-02	1.27E-02
0.424	4.24E-01	9.03E-02	1.29E-02
0.426	4.26E-01	9.12E-02	1.31E-02
0.428	4.28E-01	9.20E-02	1.33E-02
0.43	4.30E-01	9.29E-02	1.34E-02
0.432	4.32E-01	9.37E-02	1.36E-02
0.434	4.34E-01	9.46E-02	1.38E-02
0.436	4.36E-01	9.55E-02	1.40E-02
0.438	4.38E-01	9.64E-02	1.42E-02
0.44	4.40E-01	9.72E-02	1.44E-02
0.442	4.42E-01	9.81E-02	1.46E-02
0.444	4.44E-01	9.90E-02	1.48E-02
0.446	4.46E-01	9.99E-02	1.50E-02
0.448	4.48E-01	1.01E-01	1.52E-02
0.45	4.50E-01	1.02E-01	1.54E-02
0.452	4.52E-01	1.03E-01	1.56E-02
0.454	4.54E-01	1.04E-01	1.58E-02
0.456	4.56E-01	1.04E-01	1.60E-02
0.458	4.58E-01	1.05E-01	1.62E-02
0.46	4.60E-01	1.06E-01	1.64E-02
0.462	4.62E-01	1.07E-01	1.66E-02
0.464	4.64E-01	1.08E-01	1.69E-02
0.466	4.66E-01	1.09E-01	1.71E-02
0.468	4.68E-01	1.10E-01	1.73E-02
0.47	4.70E-01	1.11E-01	1.75E-02
0.472	4.72E-01	1.12E-01	1.77E-02
0.474	4.74E-01	1.13E-01	1.80E-02
0.476	4.76E-01	1.14E-01	1.82E-02
0.478	4.78E-01	1.15E-01	1.84E-02
0.48	4.80E-01	1.16E-01	1.87E-02
0.482	4.82E-01	1.17E-01	1.89E-02
0.484	4.84E-01	1.18E-01	1.91E-02
0.486	4.86E-01	1.19E-01	1.94E-02
0.488	4.88E-01	1.20E-01	1.96E-02
0.49	4.90E-01	1.21E-01	1.98E-02
0.492	4.92E-01	1.22E-01	2.01E-02
0.494	4.94E-01	1.23E-01	2.03E-02
0.496	4.96E-01	1.24E-01	2.06E-02
0.498	4.98E-01	1.25E-01	2.08E-02
0.5	5.00E-01	1.26E-01	2.11E-02
0.502	5.02E-01	1.27E-01	2.13E-02
0.504	5.04E-01	1.28E-01	2.16E-02
0.506	5.06E-01	1.29E-01	2.18E-02
0.508	5.08E-01	1.30E-01	2.21E-02
0.51	5.10E-01	1.31E-01	2.24E-02
0.512	5.12E-01	1.32E-01	2.26E-02
0.514	5.14E-01	1.33E-01	2.29E-02
0.516	5.16E-01	1.34E-01	2.32E-02
0.518	5.18E-01	1.35E-01	2.34E-02
0.52	5.20E-01	1.36E-01	2.37E-02
0.522	5.22E-01	1.37E-01	2.40E-02
0.524	5.24E-01	1.38E-01	2.43E-02
0.526	5.26E-01	1.39E-01	2.45E-02
0.528	5.28E-01	1.40E-01	2.48E-02
0.53	5.30E-01	1.41E-01	2.51E-02
0.532	5.32E-01	1.42E-01	2.54E-02
0.534	5.34E-01	1.43E-01	2.57E-02
0.536	5.36E-01	1.44E-01	2.60E-02
0.538	5.38E-01	1.45E-01	2.62E-02
0.54	5.40E-01	1.46E-01	2.65E-02
0.542	5.42E-01	1.47E-01	2.68E-02
0.544	5.44E-01	1.49E-01	2.71E-02
0.546	5.46E-01	1.50E-01	2.74E-02
0.548	5.48E-01	1.51E-01	2.77E-02
0.55	5.50E-01	1.52E-01	2.80E-02
0.552	5.52E-01	1.53E-01	2.83E-02
0.554	5.54E-01	1.54E-01	2.86E-02
0.556	5.56E-01	1.55E-01	2.90E-02
0.558	5.58E-01	1.56E-01	2.93E-02
0.56	5.60E-01	1.57E-01	2.96E-02
0.562	5.62E-01	1.58E-01	2.99E-02
0.564	5.64E-01	1.60E-01	3.02E-02
0.566	5.66E-01	1.61E-01	3.05E-02
0.568	5.68E-01	1.62E-01	3.09E-02
0.57	5.70E-01	1.63E-01	3.12E-02
0.572	5.72E-01	1.64E-01	3.15E-02
0.574	5.74E-01	1.65E-01	3.19E-02
0.576	5.76E-01	1.66E-01	3.22E-02
0.578	5.78E-01	1.68E-01	3.25E-02
0.58	5.80E-01	1.69E-01	3.29E-02
0.582	5.82E-01	1.70E-01	3.32E-02
0.584	5.84E-01	1.71E-01	3.35E-02
0.586	5.86E-01	1.72E-01	3.39E-02
0.588	5.88E-01	1.73E-01	3.42E-02
0.59	5.90E-01	1.75E-01	3.46E-02
0.592	5.92E-01	1.76E-01	3.49E-02
0.594	5.94E-01	1.77E-01	3.53E-02
0.596	5.96E-01	1.78E-01	3.56E-02
0.598	5.98E-01	1.79E-01	3.60E-02
0.6	6.00E-01	1.81E-01	3.64E-02
0.602	6.02E-01	1.82E-01	3.67E-02
0.604	6.04E-01	1.83E-01	3.71E-02
0.606	6.06E-01	1.84E-01	3.75E-02
0.608	6.08E-01	1.85E-01	3.78E-02
0.61	6.10E-01	1.87E-01	3.82E-02
0.612	6.12E-01	1.88E-01	3.86E-02
0.614	6.14E-01	1.89E-01	3.90E-02
0.616	6.16E-01	1.90E-01	3.93E-02
0.618	6.18E-01	1.92E-01	3.97E-02
0.62	6.20E-01	1.93E-01	4.01E-02
0.622	6.22E-01	1.94E-01	4.05E-02
0.624	6.24E-01	1.95E-01	4.09E-02
0.626	6.26E-01	1.97E-01	4.13E-02
0.628	6.28E-01	1.98E-01	4.17E-02
0.63	6.30E-01	1.99E-01	4.21E-02
0.632	6.32E-01	2.00E-01	4.25E-02
0.634	6.34E-01	2.02E-01	4.29E-02
0.636	6.36E-01	2.03E-01	4.33E-02
0.638	6.38E-01	2.04E-01	4.37E-02
0.64	6.40E-01	2.05E-01	4.41E-02
0.642	6.42E-01	2.07E-01	4.45E-02
0.644	6.44E-01	2.08E-01	4.49E-02
0.646	6.46E-01	2.09E-01	4.53E-02
0.648	6.48E-01	2.11E-01	4.58E-02
0.65	6.50E-01	2.12E-01	4.62E-02
0.652	6.52E-01	2.13E-01	4.66E-02
0.654	6.54E-01	2.15E-01	4.70E-02
0.656	6.56E-01	2.16E-01	4.75E-02
0.658	6.58E-01	2.17E-01	4.79E-02
0.66	6.60E-01	2.18E-01	4.84E-02
0.662	6.62E-01	2.20E-01	4.88E-02
0.664	6.64E-01	2.21E-01	4.92E-02
0.666	6.66E-01	2.22E-01	4.97E-02
0.668	6.68E-01	2.24E-01	5.01E-02
0.67	6.70E-01	2.25E-01	5.06E-02
0.672	6.72E-01	2.26E-01	5.10E-02
0.674	6.74E-01	2.28E-01	5.15E-02
0.676	6.76E-01	2.29E-01	5.19E-02
0.678	6.78E-01	2.31E-01	5.24E-02
0.68	6.80E-01	2.32E-01	5.29E-02
0.682	6.82E-01	2.33E-01	5.33E-02
0.684	6.84E-01	2.35E-01	5.38E-02
0.686	6.86E-01	2.36E-01	5.43E-02
0.688	6.88E-01	2.37E-01	5.48E-02
0.69	6.90E-01	2.39E-01	5.52E-02
0.692	6.92E-01	2.40E-01	5.57E-02
0.694	6.94E-01	2.42E-01	5.62E-02
0.696	6.96E-01	2.43E-01	5.67E-02
0.698	6.98E-01	2.44E-01	5.72E-02
0.7	7.00E-01	2.46E-01	5.77E-02
0.702	7.02E-01	2.47E-01	5.82E-02
0.704	7.04E-01	2.49E-01	5.86E-02
0.706	7.06E-01	2.50E-01	5.91E-02
0.708	7.08E-01	2.51E-01	5.97E-02
0.71	7.10E-01	2.53E-01	6.02E-02
0.712	7.12E-01	2.54E-01	6.07E-02
0.714	7.14E-01	2.56E-01	6.12E-02
0.716	7.16E-01	2.57E-01	6.17E-02
0.718	7.18E-01	2.58E-01	6.22E-02
0.72	7.20E-01	2.60E-01	6.27E-02
0.722	7.22E-01	2.61E-01	6.33E-02
0.724	7.24E-01	2.63E-01	6.38E-02
0.726	7.26E-01	2.64E-01	6.43E-02
0.728	7.28E-01	2.66E-01	6.48E-02
0.73	7.30E-01	2.67E-01	6.54E-02
0.732	7.32E-01	2.69E-01	6.59E-02
0.734	7.34E-01	2.70E-01	6.64E-02
0.736	7.36E-01	2.72E-01	6.70E-02
0.738	7.38E-01	2.73E-01	6.75E-02
0.74	7.40E-01	2.75E-01	6.81E-02
0.742	7.42E-01	2.76E-01	6.86E-02
0.744	7.44E-01	2.78E-01	6.92E-02
0.746	7.46E-01	2.79E-01	6.98E-02
0.748	7.48E-01	2.81E-01	7.03E-02
0.75	7.50E-01	2.82E-01	7.09E-02
0.752	7.52E-01	2.84E-01	7.14E-02
0.754	7.54E-01	2.85E-01	7.20E-02
0.756	7.56E-01	2.87E-01	7.26E-02
0.758	7.58E-01	2.88E-01	7.32E-02
0.76	7.60E-01	2.90E-01	7.37E-02
0.762	7.62E-01	2.91E-01	7.43E-02
0.764	7.64E-01	2.93E-01	7.49E-02
0.766	7.66E-01	2.94E-01	7.55E-02
0.768	7.68E-01	2.96E-01	7.61E-02
0.77	7.70E-01	2.97E-01	7.67E-02
0.772	7.72E-01	2.99E-01	7.73E-02
0.774	7.74E-01	3.00E-01	7.79E-02
0.776	7.76E-01	3.02E-01	7.85E-02
0.778	7.78E-01	3.03E-01	7.91E-02
0.78	7.80E-01	3.05E-01	7.97E-02
0.782	7.82E-01	3.07E-01	8.03E-02
0.784	7.84E-01	3.08E-01	8.09E-02
0.786	7.86E-01	3.10E-01	8.16E-02
0.788	7.88E-01	3.11E-01	8.22E-02
0.79	7.90E-01	3.13E-01	8.28E-02
0.792	7.92E-01	3.14E-01	8.34E-02
0.794	7.94E-01	3.16E-01	8.41E-02
0.796	7.96E-01	3.18E-01	8.47E-02
0.798	7.98E-01	3.19E-01	8.53E-02
0.8	8.00E-01	3.21E-01	8.60E-02
0.802	8.02E-01	3.22E-01	8.66E-02
0.804	8.04E-01	3.24E-01	8.73E-02
0.806	8.06E-01	3.26E-01	8.79E-02
0.808	8.08E-01	3.27E-01	8.86E-02
0.81	8.10E-01	3.29E-01	8.92E-02
0.812	8.12E-01	3.30E-01	8.99E-02
0.814	8.14E-01	3.32E-01	9.06E-02
0.816	8.16E-01	3.34E-01	9.12E-02
0.818	8.18E-01	3.35E-01	9.19E-02
0.82	8.20E-01	3.37E-01	9.26E-02
0.822	8.22E-01	3.39E-01	9.32E-02
0.824	8.24E-01	3.40E-01	9.39E-02
0.826	8.26E-01	3.42E-01	9.46E-02
0.828	8.28E-01	3.44E-01	9.53E-02
0.83	8.30E-01	3.45E-01	9.60E-02
0.832	8.32E-01	3.47E-01	9.67E-02
0.834	8.34E-01	3.49E-01	9.74E-02
0.836	8.36E-01	3.50E-01	9.81E-02
0.838	8.38E-01	3.52E-01	9.88E-02
0.84	8.40E-01	3.54E-01	9.95E-02
0.842	8.42E-01	3.55E-01	1.00E-01
0.844	8.44E-01	3.57E-01	1.01E-01
0.846	8.46E-01	3.59E-01	1.02E-01
0.848	8.48E-01	3.60E-01	1.02E-01
0.85	8.50E-01	3.62E-01	1.03E-01
0.852	8.52E-01	3.64E-01	1.04E-01
0.854	8.54E-01	3.66E-01	1.05E-01
0.856	8.56E-01	3.67E-01	1.05E-01
0.858	8.58E-01	3.69E-01	1.06E-01
0.86	8.60E-01	3.71E-01	1.07E-01
0.862	8.62E-01	3.72E-01	1.07E-01
0.864	8.64E-01	3.74E-01	1.08E-01
0.866	8.66E-01	3.76E-01	1.09E-01
0.868	8.68E-01	3.78E-01	1.10E-01
0.87	8.70E-01	3.79E-01	1.11E-01
0.872	8.72E-01	3.81E-01	1.11E-01
0.874	8.74E-01	3.83E-01	1.12E-01
0.876	8.76E-01	3.85E-01	1.13E-01
0.878	8.78E-01	3.86E-01	1.14E-01
0.88	8.80E-01	3.88E-01	1.14E-01
0.882	8.82E-01	3.90E-01	1.15E-01
0.884	8.84E-01	3.92E-01	1.16E-01
0.886	8.86E-01	3.93E-01	1.17E-01
0.888	8.88E-01	3.95E-01	1.17E-01
0.89	8.90E-01	3.97E-01	1.18E-01
0.892	8.92E-01	3.99E-01	1.19E-01
0.894	8.94E-01	4.01E-01	1.20E-01
0.896	8.96E-01	4.02E-01	1.21E-01
0.898	8.98E-01	4.04E-01	1.21E-01
0.9	9.00E-01	4.06E-01	1.22E-01
0.902	9.02E-01	4.08E-01	1.23E-01
0.904	9.04E-01	4.10E-01	1.24E-01
0.906	9.06E-01	4.11E-01	1.25E-01
0.908	9.08E-01	4.13E-01	1.26E-01
0.91	9.10E-01	4.15E-01	1.26E-01
0.912	9.12E-01	4.17E-01	1.27E-01
0.914	9.14E-01	4.19E-01	1.28E-01
0.916	9.16E-01	4.20E-01	1.29E-01
0.918	9.18E-01	4.22E-01	1.30E-01
0.92	9.20E-01	4.24E-01	1.31E-01
0.922	9.22E-01	4.26E-01	1.31E-01
0.924	9.24E-01	4.28E-01	1.32E-01
0.926	9.26E-01	4.30E-01	1.33E-01
0.928	9.28E-01	4.32E-01	1.34E-01
0.93	9.30E-01	4.33E-01	1.35E-01
0.932	9.32E-01	4.35E-01	1.36E-01
0.934	9.34E-01	4.37E-01	1.37E-01
0.936	9.36E-01	4.39E-01	1.38E-01
0.938	9.38E-01	4.41E-01	1.38E-01
0.94	9.40E-01	4.43E-01	1.39E-01
0.942	9.42E-01	4.45E-01	1.40E-01
0.944	9.44E-01	4.47E-01	1.41E-01
0.946	9.46E-01	4.48E-01	1.42E-01
0.948	9.48E-01	4.50E-01	1.43E-01
0.95	9.50E-01	4.52E-01	1.44E-01
0.952	9.52E-01	4.54E-01	1.45E-01
0.954	9.54E-01	4.56E-01	1.46E-01
0.956	9.56E-01	4.58E-01	1.47E-01
0.958	9.58E-01	4.60E-01	1.47E-01
0.96	9.60E-01	4.62E-01	1.48E-01
0.962	9.62E-01	4.64E-01	1.49E-01
0.964	9.64E-01	4.66E-01	1.50E-01
0.966	9.66E-01	4.68E-01	1.51E-01
0.968	9.68E-01	4.69E-01	1.52E-01
0.97	9.70E-01	4.71E-01	1.53E-01
0.972	9.72E-01	4.73E-01	1.54E-01
0.974	9.74E-01	4.75E-01	1.55E-01
0.976	9.76E-01	4.77E-01	1.56E-01
0.978	9.78E-01	4.79E-01	1.57E-01
0.98	9.80E-01	4.81E-01	1.58E-01
0.982	9.82E-01	4.83E-01	1.59E-01
0.984	9.84E-01	4.85E-01	1.60E-01
0.986	9.86E-01	4.87E-01	1.61E-01
0.988	9.88E-01	4.89E-01	1.62E-01
0.99	9.90E-01	4.91E-01	1.63E-01
0.992	9.92E-01	4.93E-01	1.64E-01
0.994	9.94E-01	4.95E-01	1.65E-01
0.996	9.96E-01	4.97E-01	1.66E-01
0.998	9.98E-01	4.99E-01	1.67E-01
1	1.00E+00	5.01E-01	1.68E-01
1.002	9.98E-01	5.03E-01	1.69E-01
1.004	9.96E-01	5.05E-01	1.70E-01
1.006	9.94E-01	5.07E-01	1.71E-01
1.008	9.92E-01	5.09E-01	1.72E-01
1.01	9.90E-01	5.11E-01	1.73E-01
1.012	9.88E-01	5.13E-01	1.74E-01
1.014	9.86E-01	5.15E-01	1.75E-01
1.016	9.84E-01	5.17E-01	1.76E-01
1.018	9.82E-01	5.19E-01	1.77E-01
1.02	9.80E-01	5.21E-01	1.78E-01
1.022	9.78E-01	5.23E-01	1.79E-01
1.024	9.76E-01	5.25E-01	1.80E-01
1.026	9.74E-01	5.27E-01	1.81E-01
1.028	9.72E-01	5.29E-01	1.82E-01
1.03	9.70E-01	5.31E-01	1.83E-01
1.032	9.68E-01	5.32E-01	1.84E-01
1.034	9.66E-01	5.34E-01	1.85E-01
1.036	9.64E-01	5.36E-01	1.86E-01
1.038	9.62E-01	5.38E-01	1.87E-01
1.04	9.60E-01	5.40E-01	1.89E-01
1.042	9.58E-01	5.42E-01	1.90E-01
1.044	9.56E-01	5.44E-01	1.91E-01
1.046	9.54E-01	5.46E-01	1.92E-01
1.048	9.52E-01	5.48E-01	1.93E-01
1.05	9.50E-01	5.50E-01	1.94E-01
1.052	9.48E-01	5.52E-01	1.95E-01
1.054	9.46E-01	5.53E-01	1.96E-01
1.056	9.44E-01	5.55E-01	1.97E-01
1.058	9.42E-01	5.57E-01	1.98E-01
1.06	9.40E-01	5.59E-01	2.00E-01
1.062	9.38E-01	5.61E-01	2.01E-01
1.064	9.36E-01	5.63E-01	2.02E-01
1.066	9.34E-01	5.65E-01	2.03E-01
1.068	9.32E-01	5.67E-01	2.04E-01
1.07	9.30E-01	5.68E-01	2.05E-01
1.072	9.28E-01	5.70E-01	2.06E-01
1.074	9.26E-01	5.72E-01	2.07E-01
1.076	9.24E-01	5.74E-01	2.09E-01
1.078	9.22E-01	5.76E-01	2.10E-01
1.08	9.20E-01	5.78E-01	2.11E-01
1.082	9.18E-01	5.80E-01	2.12E-01
1.084	9.16E-01	5.81E-01	2.13E-01
1.086	9.14E-01	5.83E-01	2.14E-01
1.088	9.12E-01	5.85E-01	2.16E-01
1.09	9.10E-01	5.87E-01	2.17E-01
1.092	9.08E-01	5.89E-01	2.18E-01
1.094	9.06E-01	5.90E-01	2.19E-01
1.096	9.04E-01	5.92E-01	2.20E-01
1.098	9.02E-01	5.94E-01	2.21E-01
1.1	9.00E-01	5.96E-01	2.23E-01
1.102	8.98E-01	5.98E-01	2.24E-01
1.104	8.96E-01	5.99E-01	2.25E-01
1.106	8.94E-01	6.01E-01	2.26E-01
1.108	8.92E-01	6.03E-01	2.27E-01
1.11	8.90E-01	6.05E-01	2.29E-01
1.112	8.88E-01	6.07E-01	2.30E-01
1.114	8.86E-01	6.08E-01	2.31E-01
1.116	8.84E-01	6.10E-01	2.32E-01
1.118	8.82E-01	6.12E-01	2.34E-01
